text,y_true,y_pred
"The engagement level of the following phrase: 'The following data were obtained from one Female student 24 of Health class 146 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.13491073646058, sd:13.24444430045254, max:111.91873389457284, min:68.69166399275917
ACC: mean:34.66537409492679, sd:7.948101708233937, max:53.68533938709327, min:24.616581746780604
EDA: mean:0.4734067159118941, sd:0.1184808068195288, max:0.7206687940975501, min:0.3017926724517574
TEMP: mean:30.22675570621548, sd:0.2959595907459719, max:30.81779282563328, min:29.864830140878155' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 25 of Language class 132 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.59270403225489, sd:8.910907250254708, max:93.746929937076, min:62.740387182306215
ACC: mean:43.22501324152572, sd:5.719287465001171, max:51.78229846670149, min:34.72392473907888
EDA: mean:0.5020104543867029, sd:0.0778727757901936, max:0.5926536154406641, min:0.3247588815514455
TEMP: mean:30.256468892258503, sd:0.1891150836033181, max:30.58161443928229, min:29.924393850589112' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 25 of Politics class 120 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.873114985297, sd:10.243840414332531, max:99.87127252408024, min:65.94064820085622
ACC: mean:38.1799354834494, sd:8.488592671358363, max:52.74693985345682, min:26.184692466698444
EDA: mean:0.4028407238102399, sd:0.0838706172008129, max:0.5030489798529872, min:0.2647657496890124
TEMP: mean:30.22585749918386, sd:0.2725300995576717, max:30.644315975953308, min:29.840877790357396' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 26 of Science class 105 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:88.88913389033502, sd:9.648033239623668, max:108.29089859949066, min:75.67801533686895
ACC: mean:42.88972556756975, sd:11.058528805625633, max:58.38641925048266, min:19.953970906107767
EDA: mean:0.42724300664313, sd:0.0955074679915286, max:0.5576178733604915, min:0.2811407799372593
TEMP: mean:30.227696444608405, sd:0.2809243365485898, max:30.63646776459391, min:29.66710421787469' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Politics class 104 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.49107848021065, sd:11.887434391856464, max:102.76753729848927, min:61.75588833956115
ACC: mean:38.6164019287521, sd:10.400084414381173, max:56.4187800209124, min:14.619912832084488
EDA: mean:0.4472851971330963, sd:0.0590698563900892, max:0.5453088054992494, min:0.3282196694677415
TEMP: mean:30.22070237364577, sd:0.1049463308671084, max:30.35551088703652, min:30.036203513842207' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Health class 137 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:88.55949485273702, sd:12.488376591020588, max:102.74460326606837, min:60.0
ACC: mean:38.91802213287242, sd:7.430079928934866, max:47.0271314828497, min:27.075964719552044
EDA: mean:0.4776013448819792, sd:0.0809917112780919, max:0.5888088236640302, min:0.319178080210363
TEMP: mean:30.38525087668325, sd:0.2146712210370158, max:30.77797354112436, min:30.11181062578573' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Language class 100 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:92.36698181158724, sd:7.268000760230137, max:104.7165943664861, min:78.58382234416298
ACC: mean:42.1618401823878, sd:10.591412719772292, max:63.111325476900085, min:28.739378356509867
EDA: mean:0.4229956584451071, sd:0.1004513538056802, max:0.5790510997627993, min:0.2
TEMP: mean:30.35043042644641, sd:0.2189375867465609, max:30.6474438238302, min:29.98395310100208' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Language class 100 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:90.53029251874308, sd:7.633536480614962, max:102.33750034214236, min:75.51725243970273
ACC: mean:36.79410457106208, sd:11.819674306025943, max:55.83914198183149, min:19.07028923078193
EDA: mean:0.5079698658891649, sd:0.0822214033139048, max:0.6162412597822258, min:0.39459844667533
TEMP: mean:30.323488856657445, sd:0.242015548730311, max:30.657754945031314, min:29.877994538850785' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Language class 137 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.41095678817304, sd:10.629882913931173, max:107.16454321016352, min:71.77293429256132
ACC: mean:33.94589341021962, sd:11.105194998976987, max:57.14904504978405, min:20.400480739278706
EDA: mean:0.4164255768658496, sd:0.0703804561910068, max:0.5203807382251575, min:0.3322163644923696
TEMP: mean:30.34060673692172, sd:0.1668450179577418, max:30.584964151090425, min:30.042717580480424' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 27 of Language class 111 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:87.43536488406326, sd:9.09380341985444, max:107.22036939606548, min:72.38657016900112
ACC: mean:34.122727599292894, sd:5.080674929721454, max:41.07027517929363, min:23.87416817455939
EDA: mean:0.4616916980860964, sd:0.1000141272669081, max:0.6148412607694487, min:0.3365025835100743
TEMP: mean:30.3273821137574, sd:0.1017144115895721, max:30.508282582099586, min:30.194845164385995' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 29 of Maths class 142 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.9942068808749, sd:8.091354903801438, max:98.48083664571884, min:68.37008092347278
ACC: mean:40.38175825515403, sd:9.94073650231816, max:54.10484735323203, min:19.79124448181931
EDA: mean:0.4612342671379468, sd:0.060673530905445, max:0.562952342945363, min:0.3744516606463083
TEMP: mean:30.364292060282043, sd:0.1798074954751663, max:30.609449125952903, min:30.03548457067737' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 30 of Health class 100 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:90.74289594429862, sd:9.770394844644816, max:106.19636571611568, min:73.3712216319257
ACC: mean:38.25154931680367, sd:11.710657766928811, max:53.293306536917015, min:15.551107060415733
EDA: mean:0.4525553898762018, sd:0.1181230839047564, max:0.639918532083687, min:0.2768342476027345
TEMP: mean:30.20233720937268, sd:0.1995079472952697, max:30.49730562476512, min:29.93407819745812' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 30 of English class 105 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.09554875244024, sd:6.989981068334729, max:99.05935461957708, min:75.50764480427367
ACC: mean:40.71463195540885, sd:5.689007879074059, max:49.893913786129296, min:32.69461681707318
EDA: mean:0.4162604066632122, sd:0.0854331370166033, max:0.5663871045544312, min:0.2926565161009486
TEMP: mean:30.200658499231604, sd:0.1920829964891548, max:30.46221188515616, min:29.87806464796891' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",engagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 2 of Health class 136 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.02386390847826, sd:8.740857860174, max:89.3637346122448, min:60.0
ACC: mean:16.950510339152153, sd:11.77010806040039, max:40.60361026032338, min:1.897068560048929
EDA: mean:0.8128611180240422, sd:0.1590947123792114, max:1.0948347185428875, min:0.6715709959270098
TEMP: mean:30.012043917173557, sd:0.3147909391530321, max:30.64267517248493, min:29.629442321138004' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 2 of Politics class 113 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:84.07356836074158, sd:12.349291893494916, max:102.69839142801902, min:65.22902881611134
ACC: mean:16.905428411261518, sd:21.083938960317507, max:49.085349322201296, min:-13.694558615653968
EDA: mean:0.7799972845579047, sd:0.1060876288333197, max:0.9716295121582892, min:0.6272701674866539
TEMP: mean:30.0651148828546, sd:0.3816597643298135, max:30.74893239821697, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 3 of Science class 116 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.27696881838602, sd:10.5618878827083, max:95.26714798869942, min:60.0
ACC: mean:17.225562165579795, sd:11.763924598808975, max:39.37822899230815, min:-3.2227162408764443
EDA: mean:0.8132713819094087, sd:0.1109663755611109, max:1.0349822902342822, min:0.6038206042994038
TEMP: mean:30.110164680990003, sd:0.271624078696226, max:30.48747823425044, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 3 of Language class 133 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.63742466270502, sd:7.904883847475716, max:82.49267016855273, min:60.0
ACC: mean:15.553951831736788, sd:9.572419402955669, max:38.17855201184049, min:3.1964412171203893
EDA: mean:0.7568886027064773, sd:0.1510679319775965, max:0.963412220414991, min:0.3841774262585356
TEMP: mean:30.19743288798987, sd:0.2285442664256347, max:30.532645752632178, min:29.883821836597978' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 3 of English class 146 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.5352020749574, sd:9.170341741090503, max:90.58824181794223, min:60.0
ACC: mean:26.733112972316537, sd:16.21530148944004, max:61.427077589032486, min:-3.2546306755592056
EDA: mean:0.7158564002216812, sd:0.1327369784840195, max:0.9734795157903124, min:0.5035216783268749
TEMP: mean:30.13524851262616, sd:0.2908772466343365, max:30.681514558004807, min:29.6589423321896' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 4 of Health class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.85613468825252, sd:10.037226198283738, max:89.1764013819742, min:60.0
ACC: mean:21.120636817365188, sd:12.25366347959799, max:31.622196239765675, min:-9.640298217727905
EDA: mean:0.8578343401036443, sd:0.106200060213333, max:1.0518405668551147, min:0.6972878646429401
TEMP: mean:30.08284271392764, sd:0.3467801344890015, max:30.636328703637343, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 4 of Health class 127 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.51572677500313, sd:11.387194562323774, max:95.8473119907697, min:60.0
ACC: mean:11.118954763655918, sd:14.383092452639078, max:40.01549520771585, min:-14.77085940987331
EDA: mean:0.7679218801068439, sd:0.1706536315611846, max:1.1117515013367631, min:0.5017668845657556
TEMP: mean:30.110458408051237, sd:0.2562331678181491, max:30.630737919338756, min:29.665383798581438' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 4 of Science class 125 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.09126543556405, sd:8.703599052036482, max:87.35357917989302, min:60.0
ACC: mean:13.924182541249577, sd:19.31364525087183, max:39.94147421628594, min:-17.40725466456874
EDA: mean:0.7554090785032435, sd:0.1604909416211417, max:0.9974221341485882, min:0.4695275490701754
TEMP: mean:30.08037362828557, sd:0.3054335114985518, max:30.679392489580906, min:29.67668307260342' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 5 of Health class 135 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.97240957504775, sd:8.632760609770587, max:89.23602486847174, min:61.42717996006449
ACC: mean:19.708912731006382, sd:23.403540864194717, max:69.63125500200184, min:-15.44222612516917
EDA: mean:0.7845641028813573, sd:0.1283222865770213, max:1.0411826154695625, min:0.6143078437509351
TEMP: mean:30.201193179638118, sd:0.2630143605636382, max:30.574404980386923, min:29.779304064802695' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 5 of Health class 134 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.71897269551286, sd:12.953836729302996, max:97.1501220217099, min:60.0
ACC: mean:10.627722001927705, sd:24.726623062419325, max:55.22231408694394, min:-26.8788747659414
EDA: mean:0.8141958468577464, sd:0.1355809843252184, max:0.9699811288917904, min:0.5832629625729673
TEMP: mean:30.042728203176463, sd:0.4136374202147876, max:30.97904479305455, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 5 of English class 106 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:77.61212385020136, sd:7.221815902954683, max:86.61833654105106, min:65.13904749652727
ACC: mean:24.33786201906313, sd:18.614496902633142, max:62.73341850022005, min:-2.1518303108970365
EDA: mean:0.7833440140871101, sd:0.1226883135552524, max:0.9678925118229268, min:0.612551862138987
TEMP: mean:30.14413641789332, sd:0.4910654369015457, max:31.0, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 5 of Science class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:65.71593021347624, sd:5.982130575436685, max:77.0422985147399, min:60.0
ACC: mean:9.191118366208528, sd:17.658948323973448, max:32.59437562065078, min:-17.433075841884964
EDA: mean:0.772241888271435, sd:0.1073219205289931, max:0.9272836639439942, min:0.5735739995167829
TEMP: mean:30.024878707454512, sd:0.2879031582460861, max:30.5331788151292, min:29.601958776158416' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 6 of Science class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.3359991974453, sd:6.707593077781691, max:87.26270906326388, min:67.34108335774154
ACC: mean:20.64883151755685, sd:17.747592010581766, max:50.37705033032361, min:-1.7193489992201236
EDA: mean:0.7323429984579815, sd:0.1702560773672261, max:0.9957539598406412, min:0.3553904794756405
TEMP: mean:30.123207330678238, sd:0.2145867345069822, max:30.494723087721862, min:29.838576850225444' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 6 of Maths class 118 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:67.18939380057532, sd:7.044379264707096, max:79.30686427505559, min:60.0
ACC: mean:22.80089822399546, sd:10.685952144173417, max:37.29473757381235, min:2.1729099165842136
EDA: mean:0.7436587155814633, sd:0.1397655860249476, max:0.9554551661481276, min:0.5800822573098383
TEMP: mean:30.010391984203643, sd:0.3168677283523717, max:30.51070479682136, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 6 of Politics class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.33249113565634, sd:10.2861752345104, max:93.8465268953018, min:60.0
ACC: mean:20.30866131334441, sd:18.07770525544823, max:48.942731031152775, min:-4.125304760407492
EDA: mean:0.7711315011212139, sd:0.1176675337577307, max:0.9289669418776542, min:0.5880236328327769
TEMP: mean:30.145844117315296, sd:0.2958291261169536, max:30.558567167828315, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 6 of English class 134 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.72066637610605, sd:9.111132035656196, max:89.30334006962268, min:60.0
ACC: mean:22.165217740081957, sd:15.665664073176137, max:47.43119510149535, min:-1.6585486817171962
EDA: mean:0.7934409322435753, sd:0.1325863260707508, max:1.0089339818453449, min:0.6169005811716344
TEMP: mean:29.84172517248992, sd:0.3343199772320626, max:30.393217477541302, min:29.5' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 7 of Science class 113 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.27319395363027, sd:10.324148353783556, max:92.4492249367094, min:60.0
ACC: mean:20.335436049422576, sd:17.150214566056583, max:59.844119505350726, min:-1.246580887591442
EDA: mean:0.7572342975875922, sd:0.0921952493938673, max:0.904315348713522, min:0.5889467011623372
TEMP: mean:30.146133459745226, sd:0.4298858268384945, max:30.988783567974004, min:29.546150209091728' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 9 of Maths class 156 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.63729996220236, sd:10.605727822504011, max:90.48529487732009, min:60.0
ACC: mean:18.4582894022329, sd:9.86309356860122, max:38.15438001396086, min:3.5562592824329364
EDA: mean:0.659486950647751, sd:0.1536037094202469, max:0.8372672655942544, min:0.3488149307768789
TEMP: mean:30.176945570162395, sd:0.2990863208222784, max:30.590703264071696, min:29.60899684497725' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 10 of Maths class 120 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.07990348892162, sd:11.43706656953235, max:96.02912961173756, min:60.0
ACC: mean:19.820014507283936, sd:14.74006882340493, max:46.67335372849286, min:1.9522171826189163
EDA: mean:0.7485986947382101, sd:0.1584823873099243, max:1.0581290761884103, min:0.5375596710989089
TEMP: mean:30.340366654491696, sd:0.4475900930631908, max:31.0, min:29.784302572694884' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Female student 10 of Maths class 112 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:79.715068700671, sd:11.912239712269749, max:101.02533335176156, min:60.0
ACC: mean:19.551245555297108, sd:17.87524284260738, max:41.590906430642335, min:-8.72288625455375
EDA: mean:0.745473789745285, sd:0.1511897285285459, max:0.9181450535421568, min:0.4541866460034273
TEMP: mean:30.211383138983024, sd:0.4287163388739725, max:30.855692404111156, min:29.604566576580204' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Female student 10 of Maths class 160 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.35788740759565, sd:9.496854037164605, max:91.16876751865948, min:60.0
ACC: mean:20.376901710352147, sd:15.30517101178074, max:47.46748334386936, min:3.957410135020108
EDA: mean:0.7583195152532097, sd:0.1165738801996883, max:1.033391819325599, min:0.6106610276308905
TEMP: mean:30.39599164379236, sd:0.3680691429426431, max:30.873449483011964, min:29.80770642360972' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,disengagement
"The engagement level of the following phrase: 'The following data were obtained from one Male student 11 of Maths class 115 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.32632634338528, sd:10.088019544556454, max:92.3714853565121, min:60.0
ACC: mean:10.997891461111214, sd:13.210858659021408, max:36.18682763909874, min:-13.405686976895428
EDA: mean:0.751869053098363, sd:0.1326565687830114, max:1.038942878228309, min:0.5456934943717864
TEMP: mean:30.18583186580646, sd:0.3323426556692717, max:30.85190390232544, min:29.634847326971794' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 11 of Science class 112 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.50403812516592, sd:9.26837044382406, max:91.77453126940408, min:60.0
ACC: mean:12.87891994452973, sd:21.23285725692713, max:47.10680864139029, min:-21.652440357702936
EDA: mean:0.8012486268495819, sd:0.1682259902543394, max:1.095891987895161, min:0.5400986751226844
TEMP: mean:30.23469702166412, sd:0.3050318723446021, max:30.649370005428825, min:29.538353246570768' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,neutral
"The engagement level of the following phrase: 'The following data were obtained from one Male student 11 of Health class 115 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.02389745964372, sd:8.803448546875819, max:89.73745471319381, min:60.0
ACC: mean:25.57608644775857, sd:17.7472396972464, max:74.83988309479736, min:11.206378779654068
EDA: mean:0.7575812948590429, sd:0.1666258377304227, max:1.0576870414904196, min:0.4568110493275086
TEMP: mean:30.22950703301216, sd:0.2415306073553457, max:30.611600955689998, min:29.870365967398023' is
            

 Engagement
            
 Disengagement
            
 Neutral
            
 Cannot be determined
            

Solution: The correct option is",disengagement,engagement
